Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Postal Code,Product ID,Sales,Quantity,Discount,Profit
1607,US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,Consumer,90049,OFF-AR-10004456,73.2,5,0.0,21.227999999999998
1608,US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,Consumer,90049,OFF-BI-10000050,5.84,1,0.2,1.9709999999999996
1609,US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,Consumer,90049,OFF-PA-10002377,22.72,4,0.0,10.223999999999998
1610,US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,Consumer,90049,OFF-BI-10000591,9.336,3,0.2,3.2675999999999994
1611,CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,Corporate,90008,FUR-BO-10000362,290.666,2,0.15,27.356800000000007
1612,CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,Corporate,90008,TEC-PH-10000441,201.584,2,0.2,20.158400000000015
1613,CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,Corporate,90008,TEC-PH-10002726,83.98400000000001,2,0.2,31.494
1614,CA-2017-138380,2017-12-21,2017-12-25,Standard Class,YS-21880,Corporate,94601,OFF-ST-10003306,1000.0200000000001,7,0.0,290.0057999999999
1615,US-2016-113509,2016-03-15,2016-03-19,Standard Class,PL-18925,Home Office,19143,TEC-AC-10004855,83.97600000000001,3,0.2,-13.6461
1616,CA-2015-130022,2015-08-10,2015-08-16,Standard Class,JK-16120,Home Office,55122,OFF-LA-10002787,3.75,1,0.0,1.7999999999999998
1617,CA-2015-130022,2015-08-10,2015-08-16,Standard Class,JK-16120,Home Office,55122,OFF-LA-10002043,41.4,4,0.0,19.872
1618,CA-2015-130022,2015-08-10,2015-08-16,Standard Class,JK-16120,Home Office,55122,OFF-AR-10001915,29.79,3,0.0,12.511800000000001
1619,US-2016-118780,2016-09-10,2016-09-14,Second Class,PN-18775,Home Office,10011,OFF-ST-10000352,59.48,2,0.0,8.922000000000004
1620,US-2016-118780,2016-09-10,2016-09-14,Second Class,PN-18775,Home Office,10011,OFF-PA-10000575,6.69,1,0.0,3.0774
1621,CA-2017-108560,2017-07-08,2017-07-15,Standard Class,JC-15385,Consumer,98031,FUR-FU-10002937,198.46,2,0.0,99.23
1622,CA-2017-108560,2017-07-08,2017-07-15,Standard Class,JC-15385,Consumer,98031,OFF-LA-10003930,786.48,8,0.0,385.3752
1623,CA-2017-108560,2017-07-08,2017-07-15,Standard Class,JC-15385,Consumer,98031,OFF-BI-10001107,23.168000000000003,2,0.2,7.8191999999999995
1624,CA-2017-108560,2017-07-08,2017-07-15,Standard Class,JC-15385,Consumer,98031,TEC-AC-10003063,50.0,2,0.0,10.5
1625,CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,Consumer,90049,TEC-PH-10002922,675.96,5,0.2,84.49499999999995
1626,CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,Consumer,90049,TEC-AC-10002049,1265.85,3,0.0,556.974
1627,CA-2015-164539,2015-11-16,2015-11-22,Standard Class,PO-19180,Home Office,10011,OFF-AP-10002457,523.25,5,0.0,141.27749999999997
1628,CA-2015-143119,2015-09-24,2015-09-30,Standard Class,MC-17275,Consumer,70506,FUR-CH-10001270,517.5,6,0.0,155.24999999999994
1629,CA-2017-101049,2017-06-21,2017-06-25,Second Class,AS-10240,Consumer,44105,FUR-FU-10004415,17.92,5,0.2,2.4639999999999986
1630,CA-2017-101049,2017-06-21,2017-06-25,Second Class,AS-10240,Consumer,44105,OFF-BI-10001510,41.25600000000001,6,0.7,-34.38000000000001
1631,CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,Consumer,44105,OFF-ST-10002011,1006.056,3,0.2,88.02990000000005
1632,CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,Consumer,44105,OFF-PA-10002986,10.688,2,0.2,3.7407999999999997
1633,CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,Consumer,44105,OFF-PA-10004451,10.368000000000002,2,0.2,3.6288
1634,CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,Consumer,44105,OFF-ST-10000649,25.12,2,0.2,1.5700000000000012
1635,CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,Consumer,44105,TEC-AC-10001465,58.112,2,0.2,7.263999999999994
1636,CA-2014-168984,2014-11-26,2014-12-02,Standard Class,NW-18400,Consumer,97224,OFF-PA-10001166,15.552000000000003,3,0.2,5.4432
1637,CA-2014-168984,2014-11-26,2014-12-02,Standard Class,NW-18400,Consumer,97224,OFF-ST-10001097,669.08,5,0.2,-167.27
1638,CA-2014-168984,2014-11-26,2014-12-02,Standard Class,NW-18400,Consumer,97224,TEC-PH-10000038,438.336,4,0.2,-87.66720000000004
1639,CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,Consumer,20016,OFF-PA-10002689,19.44,3,0.0,9.3312
1640,CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,Consumer,20016,OFF-BI-10004728,9.64,2,0.0,4.4344
1641,CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,Consumer,20016,OFF-PA-10004675,12.7,2,0.0,5.842
1642,CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,Consumer,20016,FUR-FU-10000629,41.37,3,0.0,17.3754
1643,US-2014-134712,2014-11-29,2014-12-04,Standard Class,BS-11380,Corporate,60076,OFF-FA-10003112,12.624,2,0.2,3.944999999999999
1644,CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,Corporate,98115,OFF-ST-10000142,1247.6399999999999,3,0.0,349.33919999999995
1645,CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,Corporate,98115,TEC-CO-10001766,3149.9300000000003,7,0.0,1480.4670999999998
1646,CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,Corporate,98115,OFF-PA-10004359,209.7,2,0.0,100.65599999999999
1647,CA-2015-105221,2015-11-01,2015-11-03,First Class,VM-21685,Home Office,19140,TEC-AC-10002323,35.36000000000001,2,0.2,-3.0939999999999994
1648,CA-2015-105221,2015-11-01,2015-11-03,First Class,VM-21685,Home Office,19140,OFF-FA-10001135,3.168,2,0.2,-0.7127999999999999
1649,CA-2015-120341,2015-09-26,2015-09-29,Second Class,SF-20200,Consumer,19143,OFF-BI-10004224,121.10400000000003,6,0.7,-100.91999999999999
1650,CA-2015-120341,2015-09-26,2015-09-29,Second Class,SF-20200,Consumer,19143,TEC-PH-10003357,45.894,1,0.4,-9.178799999999999
1651,CA-2014-135699,2014-08-29,2014-08-29,Same Day,HH-15010,Corporate,94110,OFF-PA-10004475,109.92,2,0.0,53.8608
1652,CA-2014-135699,2014-08-29,2014-08-29,Same Day,HH-15010,Corporate,94110,OFF-PA-10003001,13.36,2,0.0,6.4128
1653,US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,Consumer,98105,OFF-ST-10003442,169.68,6,0.0,45.8136
1654,US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,Consumer,98105,TEC-AC-10003832,132.52,4,0.0,54.333200000000005
1655,US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,Consumer,98105,OFF-FA-10000611,2.96,2,0.0,1.4207999999999998
1656,US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,Consumer,98105,OFF-BI-10001116,8.448,2,0.2,2.9568000000000003
1657,US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,Consumer,98105,OFF-ST-10000563,95.94,3,0.0,9.594000000000001
1658,CA-2014-127159,2014-05-12,2014-05-15,First Class,HL-15040,Consumer,53209,FUR-FU-10000010,34.79,7,0.0,10.784899999999999
1659,CA-2017-161809,2017-01-20,2017-01-26,Standard Class,TH-21100,Consumer,90045,TEC-PH-10004922,160.776,3,0.2,10.048500000000004
1660,CA-2017-127285,2017-10-30,2017-11-06,Standard Class,MM-18055,Consumer,98115,OFF-BI-10004330,88.752,3,0.2,27.734999999999996
1661,CA-2017-127285,2017-10-30,2017-11-06,Standard Class,MM-18055,Consumer,98115,OFF-BI-10002072,13.904,2,0.2,5.2139999999999995
1662,CA-2017-144526,2017-04-30,2017-05-06,Standard Class,QJ-19255,Corporate,19143,TEC-PH-10002549,677.5799999999999,5,0.4,-158.10199999999998
1663,CA-2017-144526,2017-04-30,2017-05-06,Standard Class,QJ-19255,Corporate,19143,OFF-BI-10002353,13.896,3,0.7,-9.264
1664,CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,Consumer,75217,OFF-ST-10001325,41.92,5,0.2,3.6679999999999993
1665,CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,Consumer,75217,TEC-AC-10002049,297.576,3,0.2,-7.439400000000035
1666,CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,Consumer,75217,OFF-FA-10002676,4.344,3,0.2,0.8687999999999998
1667,CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,Consumer,75217,TEC-AC-10003023,94.992,2,0.2,-2.374800000000004
1668,CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,Consumer,75217,OFF-PA-10000167,74.352,3,0.2,23.234999999999992
1669,CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,Consumer,75217,OFF-AR-10003405,14.04,3,0.2,1.5794999999999986
1670,US-2015-157154,2015-01-10,2015-01-15,Standard Class,MM-17920,Consumer,10011,FUR-TA-10001889,1018.1039999999999,4,0.4,-373.3048
1671,CA-2017-159457,2017-10-19,2017-10-26,Standard Class,RD-19480,Consumer,77095,TEC-PH-10002185,16.68,3,0.2,5.2125
1672,CA-2016-107615,2016-03-22,2016-03-25,First Class,RB-19645,Corporate,89031,TEC-AC-10001013,58.58,2,0.0,19.331399999999995
1673,CA-2017-111647,2017-07-03,2017-07-07,Standard Class,RD-19585,Consumer,75023,TEC-PH-10002726,167.96800000000002,4,0.2,62.988
1674,CA-2015-150560,2015-12-11,2015-12-12,First Class,SW-20455,Consumer,23434,OFF-LA-10003930,196.62,2,0.0,96.3438
1675,CA-2015-143077,2015-09-17,2015-09-21,Standard Class,SF-20965,Corporate,77041,FUR-FU-10003535,21.936000000000003,2,0.6,-10.419600000000003
1676,CA-2015-143077,2015-09-17,2015-09-21,Standard Class,SF-20965,Corporate,77041,OFF-BI-10000088,6.587999999999999,3,0.8,-10.211400000000005
1677,CA-2016-122728,2016-05-18,2016-05-24,Standard Class,EB-13930,Consumer,94110,OFF-ST-10000604,104.28,3,0.0,26.069999999999993
1678,CA-2016-122728,2016-05-18,2016-05-24,Standard Class,EB-13930,Consumer,94110,OFF-PA-10004040,17.94,3,0.0,8.790600000000001
1679,CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,Corporate,19134,OFF-ST-10002344,64.784,1,0.2,-14.576399999999996
1680,CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,Corporate,19134,TEC-PH-10003589,32.382,3,0.4,4.317599999999999
1681,CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,Corporate,19134,FUR-FU-10000758,42.368,2,0.2,8.473599999999996
1682,CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,Corporate,19134,TEC-MA-10004679,399.54,4,0.7,-559.3559999999999
1683,US-2016-101497,2016-09-29,2016-10-01,Second Class,PS-18760,Consumer,90008,OFF-PA-10000176,18.97,1,0.0,9.105599999999999
1684,CA-2016-147585,2016-11-07,2016-11-12,Standard Class,CB-12535,Corporate,94110,FUR-FU-10002597,14.82,3,0.0,6.224400000000001
1685,CA-2017-149489,2017-04-24,2017-04-27,First Class,DK-12835,Corporate,19143,OFF-AP-10002495,99.28,2,0.2,12.40999999999999
1686,CA-2017-149489,2017-04-24,2017-04-27,First Class,DK-12835,Corporate,19143,OFF-BI-10002813,1.1880000000000002,2,0.7,-0.9899999999999998
1687,CA-2017-149489,2017-04-24,2017-04-27,First Class,DK-12835,Corporate,19143,OFF-BI-10002414,7.518000000000001,2,0.7,-5.7638
1688,CA-2017-143798,2017-12-10,2017-12-12,First Class,AW-10840,Consumer,19140,OFF-PA-10000788,10.368000000000002,2,0.2,3.6288
1689,CA-2017-143798,2017-12-10,2017-12-12,First Class,AW-10840,Consumer,19140,FUR-FU-10004306,310.88000000000005,2,0.2,23.31599999999999
1690,CA-2014-142839,2014-08-16,2014-08-20,Standard Class,TS-21610,Consumer,19143,FUR-TA-10001539,853.0919999999999,6,0.4,-227.49120000000016
1691,CA-2017-129833,2017-12-09,2017-12-15,Standard Class,HF-14995,Consumer,46203,OFF-PA-10000575,33.45,5,0.0,15.387
1692,CA-2017-129833,2017-12-09,2017-12-15,Standard Class,HF-14995,Consumer,46203,OFF-BI-10004182,10.4,5,0.0,5.096
1693,US-2016-154361,2016-03-14,2016-03-19,Standard Class,HZ-14950,Consumer,43229,FUR-FU-10004020,21.880000000000003,5,0.2,6.2905
1694,US-2016-158708,2016-06-26,2016-06-29,Second Class,AB-10255,Home Office,75023,TEC-AC-10003133,13.616,2,0.2,3.574200000000001
1695,CA-2015-156335,2015-09-25,2015-09-28,Second Class,PO-19195,Home Office,7002,TEC-AC-10002006,63.96,4,0.0,19.827599999999997
1696,CA-2015-156335,2015-09-25,2015-09-28,Second Class,PO-19195,Home Office,7002,OFF-BI-10003314,14.46,3,0.0,7.0854
1697,CA-2015-156335,2015-09-25,2015-09-28,Second Class,PO-19195,Home Office,7002,TEC-PH-10002726,104.98,2,0.0,52.49
1698,CA-2015-148376,2015-12-27,2015-12-31,Standard Class,AG-10900,Consumer,90008,OFF-AP-10000240,106.96,2,0.0,31.018399999999986
1699,CA-2015-148376,2015-12-27,2015-12-31,Standard Class,AG-10900,Consumer,90008,OFF-LA-10002381,21.560000000000002,7,0.0,10.348799999999999
1700,CA-2014-135657,2014-06-03,2014-06-07,Second Class,SC-20725,Consumer,98115,FUR-TA-10004086,515.88,6,0.0,113.49359999999999
1701,CA-2015-114069,2015-07-13,2015-07-15,Second Class,ND-18370,Consumer,10035,OFF-BI-10000320,11.808,2,0.2,4.2804
1702,CA-2015-114069,2015-07-13,2015-07-15,Second Class,ND-18370,Consumer,10035,FUR-CH-10000595,1931.04,9,0.1,321.8399999999999
1703,CA-2015-114069,2015-07-13,2015-07-15,Second Class,ND-18370,Consumer,10035,OFF-PA-10000349,9.96,2,0.0,4.6812000000000005
1704,CA-2014-139857,2014-02-02,2014-02-06,Standard Class,CD-12790,Home Office,92037,OFF-FA-10001843,12.350000000000001,5,0.0,5.8045
1705,CA-2016-106306,2016-03-08,2016-03-08,Same Day,PG-18820,Consumer,85301,OFF-BI-10003676,9.702000000000002,3,0.7,-7.114799999999999
1706,CA-2015-100545,2015-11-22,2015-11-26,Standard Class,IM-15070,Consumer,19120,OFF-BI-10003638,11.610000000000003,2,0.7,-9.288
1707,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,Consumer,94122,OFF-LA-10003077,43.86,6,0.0,20.614199999999997
1708,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,Consumer,94122,TEC-PH-10003505,148.48,2,0.2,16.703999999999986
1709,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,Consumer,94122,OFF-PA-10003424,7.42,2,0.0,3.71
1710,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,Consumer,94122,FUR-CH-10003061,71.992,1,0.2,-0.899900000000013
1711,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,Consumer,94122,OFF-AR-10003514,19.9,5,0.0,6.566999999999998
1712,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,Consumer,94122,OFF-AP-10002684,1702.12,14,0.0,510.63599999999985
1713,CA-2015-145401,2015-01-30,2015-02-04,Standard Class,JP-15520,Consumer,77070,OFF-PA-10004405,14.303999999999998,6,0.2,5.0064
1714,US-2017-124968,2017-09-08,2017-09-13,Second Class,MM-18055,Consumer,60610,FUR-TA-10004289,765.625,7,0.5,-566.5625
1715,CA-2017-104003,2017-10-07,2017-10-13,Standard Class,DC-13285,Consumer,94110,FUR-BO-10003965,307.666,2,0.15,-14.47839999999998
1716,CA-2016-154788,2016-04-30,2016-05-04,Standard Class,JL-15835,Consumer,10011,OFF-BI-10003314,7.712000000000001,2,0.2,2.7956000000000003
1717,CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,Consumer,10011,OFF-AP-10001563,242.89999999999998,5,0.0,70.44099999999997
1718,CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,Consumer,10011,OFF-ST-10004123,454.90000000000003,5,0.0,0.0
1719,CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,Consumer,10011,FUR-FU-10002088,35.92,4,0.0,15.086400000000001
1720,CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,Consumer,10011,FUR-FU-10000010,39.76,8,0.0,12.325599999999998
1721,CA-2016-169943,2016-05-19,2016-05-24,Standard Class,BN-11515,Consumer,10011,OFF-BI-10002824,47.744,4,0.2,14.919999999999995
1722,US-2015-123218,2015-12-20,2015-12-25,Standard Class,KD-16345,Consumer,60623,TEC-PH-10001061,159.984,2,0.2,11.998799999999996
1723,US-2015-123218,2015-12-20,2015-12-25,Standard Class,KD-16345,Consumer,60623,TEC-AC-10000736,255.968,4,0.2,51.193599999999996
1724,US-2015-123218,2015-12-20,2015-12-25,Standard Class,KD-16345,Consumer,60623,FUR-BO-10003966,359.05799999999994,3,0.3,-71.81160000000003
1725,CA-2015-127453,2015-12-19,2015-12-20,First Class,JK-15370,Consumer,19143,OFF-AP-10000828,434.352,3,0.2,43.43519999999998
1726,CA-2015-127453,2015-12-19,2015-12-20,First Class,JK-15370,Consumer,19143,OFF-AP-10002906,3.5520000000000005,2,0.2,0.44399999999999973
1727,CA-2015-127453,2015-12-19,2015-12-20,First Class,JK-15370,Consumer,19143,OFF-AP-10003860,88.83200000000001,4,0.2,7.7728
1728,US-2017-164056,2017-04-29,2017-05-04,Second Class,FM-14215,Corporate,43017,FUR-TA-10001307,1048.35,5,0.4,-69.88999999999999
1729,CA-2016-106894,2016-02-07,2016-02-07,Same Day,CA-12265,Consumer,22153,TEC-AC-10003063,100.0,4,0.0,21.0
1730,CA-2016-106894,2016-02-07,2016-02-07,Same Day,CA-12265,Consumer,22153,OFF-LA-10001045,7.83,3,0.0,3.6018
1731,CA-2014-125136,2014-09-28,2014-10-03,Standard Class,KD-16495,Corporate,28314,OFF-PA-10001457,96.256,8,0.2,31.283199999999987
1732,CA-2014-125136,2014-09-28,2014-10-03,Standard Class,KD-16495,Corporate,28314,OFF-PA-10001804,10.688,2,0.2,3.7407999999999997
1733,US-2016-131149,2016-07-10,2016-07-14,Standard Class,LH-17155,Consumer,75081,OFF-ST-10000689,338.04,3,0.2,-33.804
1734,US-2016-131149,2016-07-10,2016-07-14,Standard Class,LH-17155,Consumer,75081,OFF-AR-10002135,154.24,4,0.2,17.351999999999975
1735,CA-2017-101483,2017-07-29,2017-08-01,Second Class,AG-10675,Consumer,28540,OFF-AP-10002082,34.848000000000006,2,0.2,6.533999999999997
1736,CA-2017-101483,2017-07-29,2017-08-01,Second Class,AG-10675,Consumer,28540,TEC-PH-10003442,22.0,5,0.2,1.375
1737,CA-2017-101483,2017-07-29,2017-08-01,Second Class,AG-10675,Consumer,28540,OFF-AR-10002833,4.368,3,0.2,0.3822000000000001
1738,CA-2015-130204,2015-09-03,2015-09-09,Standard Class,DB-13120,Corporate,94122,OFF-ST-10001325,31.44,3,0.0,8.488800000000001
1739,CA-2015-130204,2015-09-03,2015-09-09,Standard Class,DB-13120,Corporate,94122,TEC-AC-10003038,17.9,2,0.0,3.400999999999998
1740,CA-2015-130204,2015-09-03,2015-09-09,Standard Class,DB-13120,Corporate,94122,TEC-AC-10003590,129.45,5,0.0,46.602
1741,CA-2014-110527,2014-08-09,2014-08-16,Standard Class,ED-13885,Home Office,92037,OFF-LA-10000262,20.88,8,0.0,9.6048
1742,CA-2017-152807,2017-10-30,2017-11-03,Standard Class,MC-18100,Consumer,19140,OFF-PA-10004355,20.736000000000004,4,0.2,7.2576
1743,CA-2017-152807,2017-10-30,2017-11-03,Standard Class,MC-18100,Consumer,19140,FUR-FU-10004415,7.168000000000001,2,0.2,0.9855999999999994
1744,CA-2017-152807,2017-10-30,2017-11-03,Standard Class,MC-18100,Consumer,19140,OFF-ST-10002486,11.168000000000001,2,0.2,-2.512800000000001
1745,CA-2017-152807,2017-10-30,2017-11-03,Standard Class,MC-18100,Consumer,19140,TEC-AC-10001142,442.40000000000003,7,0.2,-55.30000000000007
1746,CA-2014-133270,2014-06-06,2014-06-09,First Class,BM-11785,Consumer,14609,OFF-AR-10002656,13.36,2,0.0,4.943199999999999
1747,CA-2016-155670,2016-08-13,2016-08-17,Second Class,EM-14065,Consumer,28540,OFF-BI-10000138,11.232000000000001,8,0.7,-8.236799999999999
1748,CA-2016-155670,2016-08-13,2016-08-17,Second Class,EM-14065,Consumer,28540,OFF-PA-10004947,10.272000000000002,3,0.2,3.209999999999998
1749,US-2014-157406,2014-04-25,2014-04-29,Standard Class,DA-13450,Home Office,77095,OFF-PA-10003543,10.368000000000002,2,0.2,3.6288
1750,US-2014-157406,2014-04-25,2014-04-29,Standard Class,DA-13450,Home Office,77095,OFF-AR-10002221,6.24,3,0.2,0.5460000000000007
1751,CA-2015-139094,2015-11-22,2015-11-27,Standard Class,MO-17800,Home Office,78207,FUR-TA-10004607,206.96200000000002,2,0.3,-32.52260000000001
1752,CA-2017-168837,2017-10-14,2017-10-17,First Class,JW-15955,Consumer,94601,FUR-FU-10001918,9.46,2,0.0,3.689400000000001
1753,CA-2017-116715,2017-12-02,2017-12-05,First Class,VW-21775,Corporate,94122,OFF-ST-10004340,559.62,9,0.0,151.09740000000002
1754,CA-2017-116715,2017-12-02,2017-12-05,First Class,VW-21775,Corporate,94122,OFF-PA-10004475,109.92,2,0.0,53.8608
1755,CA-2017-116715,2017-12-02,2017-12-05,First Class,VW-21775,Corporate,94122,OFF-PA-10003893,8.56,2,0.0,3.8519999999999994
1756,CA-2015-135622,2015-12-08,2015-12-11,Second Class,TT-21460,Home Office,76106,OFF-PA-10000100,360.712,11,0.2,130.7581
1757,CA-2015-135622,2015-12-08,2015-12-11,Second Class,TT-21460,Home Office,76106,TEC-PH-10001817,1718.4,6,0.2,150.36000000000013
1758,US-2015-107349,2015-07-13,2015-07-15,First Class,SL-20155,Home Office,77095,OFF-BI-10001765,41.56799999999999,6,0.8,-66.50880000000004
1759,CA-2014-139017,2014-05-11,2014-05-17,Standard Class,RM-19375,Consumer,77095,TEC-AC-10001013,46.864000000000004,2,0.2,7.615399999999994
1760,CA-2014-141817,2014-01-05,2014-01-12,Standard Class,MB-18085,Consumer,19143,OFF-AR-10003478,19.536,3,0.2,4.884
1761,CA-2015-130785,2015-09-05,2015-09-09,Standard Class,AG-10900,Consumer,92105,FUR-BO-10000330,411.332,4,0.15,-4.839199999999977
1762,CA-2015-130785,2015-09-05,2015-09-09,Standard Class,AG-10900,Consumer,92105,OFF-BI-10001900,28.752000000000002,6,0.2,9.7038
1763,CA-2015-130785,2015-09-05,2015-09-09,Standard Class,AG-10900,Consumer,92105,FUR-BO-10003159,293.199,3,0.15,-20.696400000000025
1764,CA-2016-110254,2016-08-04,2016-08-08,Standard Class,ML-17755,Home Office,23434,OFF-SU-10002573,35.06,2,0.0,10.517999999999997
1765,CA-2016-110254,2016-08-04,2016-08-08,Standard Class,ML-17755,Home Office,23434,OFF-LA-10004484,4.13,1,0.0,1.8998
1766,CA-2016-110254,2016-08-04,2016-08-08,Standard Class,ML-17755,Home Office,23434,FUR-FU-10001591,109.8,9,0.0,46.11600000000001
1767,CA-2016-110254,2016-08-04,2016-08-08,Standard Class,ML-17755,Home Office,23434,OFF-LA-10002034,9.82,2,0.0,4.8118
1768,US-2014-158057,2014-03-22,2014-03-26,Standard Class,CC-12685,Consumer,27405,OFF-BI-10004410,7.644000000000001,4,0.7,-5.8603999999999985
1769,US-2014-158057,2014-03-22,2014-03-26,Standard Class,CC-12685,Consumer,27405,OFF-BI-10002735,51.46500000000002,5,0.7,-39.45649999999999
1770,CA-2017-146024,2017-03-02,2017-03-08,Standard Class,SC-20770,Corporate,75081,OFF-SU-10001935,6.976000000000001,4,0.2,-1.3952000000000013
1771,CA-2017-146024,2017-03-02,2017-03-08,Standard Class,SC-20770,Corporate,75081,OFF-BI-10003291,12.221999999999998,7,0.8,-20.166300000000007
1772,CA-2016-129686,2016-11-27,2016-11-29,Second Class,GG-14650,Corporate,60623,OFF-ST-10004337,97.98400000000001,2,0.2,-24.496000000000002
1773,CA-2016-129686,2016-11-27,2016-11-29,Second Class,GG-14650,Corporate,60623,TEC-AC-10001266,62.400000000000006,6,0.2,19.499999999999993
1774,CA-2014-118976,2014-04-28,2014-05-03,Standard Class,MY-18295,Corporate,21215,OFF-BI-10001628,20.86,2,0.0,9.386999999999999
1775,CA-2014-118976,2014-04-28,2014-05-03,Standard Class,MY-18295,Corporate,21215,OFF-ST-10000877,497.61,9,0.0,129.3786
1776,CA-2014-118976,2014-04-28,2014-05-03,Standard Class,MY-18295,Corporate,21215,OFF-AR-10004752,5.34,2,0.0,1.4952
1777,CA-2014-118976,2014-04-28,2014-05-03,Standard Class,MY-18295,Corporate,21215,OFF-LA-10000452,3.15,1,0.0,1.512
1778,CA-2015-105347,2015-11-24,2015-11-28,Standard Class,DP-13000,Consumer,90004,OFF-PA-10000675,368.91,9,0.0,180.76590000000002
1779,CA-2015-105347,2015-11-24,2015-11-28,Standard Class,DP-13000,Consumer,90004,OFF-AR-10003045,14.7,5,0.0,6.615
1780,CA-2016-124667,2016-11-11,2016-11-16,Standard Class,BD-11770,Consumer,10011,TEC-AC-10003447,59.97,3,0.0,14.992499999999996
1781,CA-2016-124667,2016-11-11,2016-11-16,Standard Class,BD-11770,Consumer,10011,OFF-ST-10002276,83.36,1,0.0,20.840000000000003
1782,CA-2015-111094,2015-07-09,2015-07-13,Standard Class,CB-12535,Corporate,2038,OFF-PA-10001609,6.58,2,0.0,3.0267999999999997
1783,CA-2015-111094,2015-07-09,2015-07-13,Standard Class,CB-12535,Corporate,2038,OFF-BI-10001597,122.94,3,0.0,59.01119999999999
1784,CA-2017-166317,2017-09-22,2017-09-26,Standard Class,JE-15610,Corporate,53209,OFF-PA-10004475,219.84,4,0.0,107.7216
1785,CA-2017-166317,2017-09-22,2017-09-26,Standard Class,JE-15610,Corporate,53209,TEC-AC-10004510,98.16,6,0.0,9.815999999999995
1786,CA-2017-166317,2017-09-22,2017-09-26,Standard Class,JE-15610,Corporate,53209,OFF-BI-10002976,33.04,8,0.0,15.5288
1787,CA-2017-166317,2017-09-22,2017-09-26,Standard Class,JE-15610,Corporate,53209,TEC-PH-10001615,86.97,3,0.0,25.22129999999999
1788,CA-2015-154326,2015-02-15,2015-02-19,Standard Class,RP-19855,Corporate,53142,TEC-PH-10001819,134.97,3,0.0,64.78559999999999
1789,CA-2015-154326,2015-02-15,2015-02-19,Standard Class,RP-19855,Corporate,53142,TEC-PH-10000560,699.98,2,0.0,195.99440000000004
1790,CA-2015-154326,2015-02-15,2015-02-19,Standard Class,RP-19855,Corporate,53142,TEC-AC-10004568,139.95,5,0.0,26.590499999999988
1791,CA-2014-102008,2014-09-30,2014-10-04,Standard Class,RA-19915,Consumer,10011,OFF-PA-10004092,48.94,1,0.0,24.47
1792,CA-2014-120474,2014-12-01,2014-12-03,First Class,RP-19390,Consumer,53711,FUR-CH-10001854,2807.84,8,0.0,673.8816000000002
